Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
Lexus,IS 250 C,2015,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,2,Luxury,Compact,Convertible,30,21,454," 43,360,000 "
Lexus,IS 250,2013,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454," 35,065,000 "
Lexus,IS 250,2013,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,21,454," 37,525,000 "
Lexus,IS 250,2014,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454," 36,100,000 "
Lexus,IS 250,2014,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,20,454," 38,635,000 "
Lexus,IS 250,2015,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454," 36,550,000 "
Lexus,IS 250,2015,premium unleaded (required),204,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,30,21,454," 41,440,000 "
Lexus,IS 250,2015,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,20,454," 39,085,000 "
Lexus,IS 250,2015,premium unleaded (required),204,6,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,27,20,454," 43,690,000 "
Lexus,IS 300,2005,premium unleaded (required),215,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Wagon,23,16,454," 31,105,000 "
Lexus,IS 300,2005,premium unleaded (required),215,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,23,16,454," 31,105,000 "
Lexus,IS 300,2005,premium unleaded (required),215,6,MANUAL,rear wheel drive,4,"Luxury,Performance",Compact,Sedan,23,16,454," 29,735,000 "
Lexus,IS 300,2016,premium unleaded (required),255,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454," 39,700,000 "
Lexus,IS 300,2017,premium unleaded (required),255,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454," 40,200,000 "
Lexus,IS 350 C,2013,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,27,19,454," 46,890,000 "
Lexus,IS 350 C,2014,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,27,19,454," 47,140,000 "
Lexus,IS 350 C,2015,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,27,19,454," 47,640,000 "
Lexus,IS 350,2014,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19,454," 39,615,000 "
Lexus,IS 350,2014,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454," 41,850,000 "
Lexus,IS 350,2015,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19,454," 40,065,000 "
Lexus,IS 350,2015,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454," 42,300,000 "
Lexus,IS 350,2016,premium unleaded (required),306,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,454," 43,035,000 "
Lexus,IS 350,2016,premium unleaded (required),306,6,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,28,19,454," 40,870,000 "
Lexus,IS F,2012,premium unleaded (required),416,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454," 61,300,000 "
Lexus,IS F,2013,premium unleaded (required),416,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454," 61,750,000 "
Lexus,IS F,2014,premium unleaded (required),416,8,AUTOMATIC,rear wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,23,16,454," 63,600,000 "
Infiniti,J30,1995,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190," 2,000,000 "
Infiniti,J30,1996,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190," 2,000,000 "
Infiniti,J30,1996,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190," 2,000,000 "
Infiniti,J30,1997,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190," 2,081,000 "
Infiniti,J30,1997,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190," 2,032,000 "
Infiniti,J30,1997,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190," 2,081,000 "
Infiniti,J30,1997,regular unleaded,210,6,AUTOMATIC,rear wheel drive,4,Luxury,Midsize,Sedan,22,16,190," 2,000,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 25,270,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 26,195,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 24,170,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 29,525,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 27,295,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 27,295,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 28,200,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 24,170,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 26,420,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 27,520,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 29,300,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 25,045,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 29,300,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 26,195,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 28,425,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 28,200,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 23,945,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 27,520,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 28,425,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 25,045,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),200,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 23,945,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 25,270,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 29,525,000 "
Volkswagen,Jetta GLI,2013,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,22,873," 26,420,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 24,535,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 30,875,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 28,555,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 29,775,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 28,855,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 27,925,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 27,455,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 30,875,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 25,635,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 29,775,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 27,455,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 28,855,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 25,635,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 24,535,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 26,825,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 28,555,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 27,925,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 29,955,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,AUTOMATED_MANUAL,front wheel drive,4,Performance,Midsize,Sedan,32,24,873," 29,955,000 "
Volkswagen,Jetta GLI,2014,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,Performance,Midsize,Sedan,33,23,873," 26,825,000 "
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 26,990,000 "
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 24,995,000 "
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 29,325,000 "
Volkswagen,Jetta Hybrid,2013,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 31,180,000 "
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 31,895,000 "
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 25,560,000 "
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 27,645,000 "
Volkswagen,Jetta Hybrid,2014,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 30,245,000 "
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 24,210,000 "
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 21,295,000 "
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873," 28,120,000 "
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 24,210,000 "
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 21,295,000 "
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873," 20,195,000 "
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873," 20,195,000 "
Volkswagen,Jetta SportWagen,2012,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873," 28,390,000 "
Volkswagen,Jetta SportWagen,2012,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873," 29,220,000 "
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 25,960,000 "
Volkswagen,Jetta SportWagen,2012,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873," 26,640,000 "
Volkswagen,Jetta SportWagen,2012,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 25,960,000 "
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873," 25,540,000 "
Volkswagen,Jetta SportWagen,2012,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873," 27,290,000 "
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 21,695,000 "
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 21,695,000 "
Volkswagen,Jetta SportWagen,2013,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873," 29,495,000 "
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873," 20,595,000 "
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873," 28,395,000 "
Volkswagen,Jetta SportWagen,2013,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873," 26,895,000 "
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873," 20,595,000 "
Volkswagen,Jetta SportWagen,2013,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873," 28,695,000 "
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 24,395,000 "
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 26,195,000 "
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 26,195,000 "
Volkswagen,Jetta SportWagen,2013,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,31,24,873," 24,395,000 "
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873," 27,595,000 "
Volkswagen,Jetta SportWagen,2013,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873," 25,795,000 "
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873," 20,995,000 "
Volkswagen,Jetta SportWagen,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873," 27,665,000 "
Volkswagen,Jetta SportWagen,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873," 30,265,000 "
Volkswagen,Jetta SportWagen,2014,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873," 29,165,000 "
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873," 26,685,000 "
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873," 24,885,000 "
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873," 22,095,000 "
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873," 26,685,000 "
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,MANUAL,front wheel drive,4,N/A,Compact,Wagon,33,23,873," 20,995,000 "
Volkswagen,Jetta SportWagen,2014,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873," 26,565,000 "
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873," 24,885,000 "
Volkswagen,Jetta SportWagen,2014,regular unleaded,170,5,AUTOMATIC,front wheel drive,4,N/A,Compact,Wagon,30,23,873," 22,095,000 "
Volkswagen,Jetta SportWagen,2014,diesel,140,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Compact,Wagon,39,29,873," 29,465,000 "
Volkswagen,Jetta SportWagen,2014,diesel,140,4,MANUAL,front wheel drive,4,Diesel,Compact,Wagon,42,30,873," 28,365,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 22,325,000 "
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873," 29,280,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 23,650,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 25,380,000 "
Volkswagen,Jetta,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,45,31,873," 25,175,000 "
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873," 26,920,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 20,895,000 "
Volkswagen,Jetta,2015,diesel,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31,873," 21,640,000 "
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873," 26,920,000 "
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24,873," 28,020,000 "
Volkswagen,Jetta,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,45,31,873," 22,740,000 "
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24,873," 30,380,000 "
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873," 29,280,000 "
Volkswagen,Jetta,2015,diesel,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31,873," 24,075,000 "
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24,873," 30,380,000 "
Volkswagen,Jetta,2015,regular unleaded,115,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,25,873," 16,215,000 "
Volkswagen,Jetta,2015,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,32,24,873," 28,020,000 "
Volkswagen,Jetta,2015,regular unleaded,115,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,25,873," 17,325,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 20,095,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 23,650,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 18,995,000 "
Volkswagen,Jetta,2015,diesel,150,4,MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,46,31,873," 26,410,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 22,325,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 20,095,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 25,380,000 "
Volkswagen,Jetta,2015,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 31,670,000 "
Volkswagen,Jetta,2015,regular unleaded,115,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,23,873," 18,425,000 "
Volkswagen,Jetta,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Diesel,Midsize,Sedan,45,31,873," 27,510,000 "
Volkswagen,Jetta,2015,regular unleaded,115,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,34,23,873," 19,420,000 "
Volkswagen,Jetta,2015,regular unleaded,115,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,34,25,873," 18,320,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 18,995,000 "
Volkswagen,Jetta,2015,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 21,995,000 "
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28,873," 22,325,000 "
Volkswagen,Jetta,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25,873," 23,650,000 "
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873," 29,280,000 "
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28,873," 19,775,000 "
Volkswagen,Jetta,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25,873," 25,380,000 "
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873," 28,020,000 "
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873," 26,920,000 "
Volkswagen,Jetta,2016,regular unleaded,150,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,39,28,873," 18,675,000 "
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,23,873," 26,920,000 "
Volkswagen,Jetta,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25,873," 23,650,000 "
Volkswagen,Jetta,2016,regular unleaded,170,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,36,25,873," 21,995,000 "
Volkswagen,Jetta,2016,regular unleaded,150,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,39,28,873," 18,995,000 "
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28,873," 20,095,000 "
Volkswagen,Jetta,2016,regular unleaded,170,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,37,25,873," 20,895,000 "
Volkswagen,Jetta,2016,premium unleaded (required),170,4,AUTOMATED_MANUAL,front wheel drive,4,Hybrid,Midsize,Sedan,48,42,873," 31,120,000 "
Volkswagen,Jetta,2016,regular unleaded,150,4,MANUAL,front wheel drive,4,N/A,Midsize,Sedan,39,28,873," 17,680,000 "
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873," 28,020,000 "
Volkswagen,Jetta,2016,regular unleaded,150,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,39,28,873," 18,780,000 "
Volkswagen,Jetta,2016,premium unleaded (recommended),210,4,AUTOMATIC,front wheel drive,4,"Factory Tuner,Performance",Midsize,Sedan,33,24,873," 30,380,000 "
